GAZP_OPEN,GAZP_VOL,SBER_OPEN,SBER_VOL,DATE,TIME,MON,TUE,WED,THU,FRI
141.46,7070,130.64,116440,42558,113300,0,0,0,1,0
141.49,1100,130.72,141070,42558,113400,0,0,0,1,0
141.49,165360,130.81,67590,42558,113500,0,0,0,1,0
141.6,136240,130.78,29810,42558,113600,0,0,0,1,0
141.64,40670,130.74,52820,42558,113700,0,0,0,1,0
141.62,98780,130.74,97490,42558,113800,0,0,0,1,0
141.66,28580,130.72,21850,42558,113900,0,0,0,1,0
141.64,116190,130.69,22760,42558,114000,0,0,0,1,0
141.7,7220,130.66,67710,42558,114100,0,0,0,1,0
141.71,29430,130.78,89030,42558,114200,0,0,0,1,0
141.72,66290,130.86,1480180,42558,114300,0,0,0,1,0
141.68,146530,131.3,818450,42558,114400,0,0,0,1,0
141.55,20510,131.3,146830,42558,114500,0,0,0,1,0
141.56,2740,131.33,165230,42558,114600,0,0,0,1,0
141.59,17880,131.35,250900,42558,114700,0,0,0,1,0
141.6,65560,131.42,346690,42558,114800,0,0,0,1,0
141.71,78820,131.4,114820,42558,114900,0,0,0,1,0
141.71,19260,131.41,143110,42558,115000,0,0,0,1,0
141.72,8620,131.37,45000,42558,115100,0,0,0,1,0
141.71,118640,131.34,83500,42558,115200,0,0,0,1,0
141.57,45900,131.33,156190,42558,115300,0,0,0,1,0
141.65,11870,131.36,68730,42558,115400,0,0,0,1,0
141.65,28700,131.36,51170,42558,115500,0,0,0,1,0
141.58,9840,131.3,30830,42558,115600,0,0,0,1,0
141.6,20120,131.35,90550,42558,115700,0,0,0,1,0
141.6,2310,131.44,26840,42558,115800,0,0,0,1,0
141.61,24110,131.38,29410,42558,115900,0,0,0,1,0
141.59,67180,131.4,93860,42558,120000,0,0,0,1,0
141.6,489070,131.41,753130,42558,120100,0,0,0,1,0
141.66,30980,131.35,88540,42558,120200,0,0,0,1,0
141.69,24230,131.38,123070,42558,120300,0,0,0,1,0
141.68,26010,131.2,46610,42558,120400,0,0,0,1,0
141.77,496280,131.3,41230,42558,120500,0,0,0,1,0
141.8,120750,131.21,131070,42558,120600,0,0,0,1,0
141.78,20610,131.26,69100,42558,120700,0,0,0,1,0
141.67,83570,131.28,120930,42558,120800,0,0,0,1,0
141.63,69020,131.32,22680,42558,120900,0,0,0,1,0
141.65,35140,131.33,36460,42558,121000,0,0,0,1,0
141.56,75970,131.38,55630,42558,121100,0,0,0,1,0
141.5,9600,131.38,28070,42558,121200,0,0,0,1,0
141.48,166930,131.37,30280,42558,121300,0,0,0,1,0
141.28,11420,131.36,10870,42558,121400,0,0,0,1,0
141.32,25330,131.3,213250,42558,121500,0,0,0,1,0
141.4,3300,131.17,9880,42558,121600,0,0,0,1,0
141.41,15580,131.21,51350,42558,121700,0,0,0,1,0
141.48,14770,131.26,63190,42558,121800,0,0,0,1,0
141.45,27940,131.36,230490,42558,121900,0,0,0,1,0
141.31,35610,131.32,23160,42558,122000,0,0,0,1,0
141.31,28080,131.34,56910,42558,122100,0,0,0,1,0
141.27,1050,131.39,70010,42558,122200,0,0,0,1,0
141.32,520,131.37,11800,42558,122300,0,0,0,1,0
141.39,7960,131.34,58700,42558,122400,0,0,0,1,0
141.39,28710,131.41,50750,42558,122500,0,0,0,1,0
141.31,5500,131.33,34090,42558,122600,0,0,0,1,0
141.29,19310,131.32,39330,42558,122700,0,0,0,1,0
141.31,8610,131.3,43940,42558,122800,0,0,0,1,0
141.28,1800,131.31,103300,42558,122900,0,0,0,1,0
141.32,22870,131.29,33420,42558,123000,0,0,0,1,0
141.37,27310,131.28,45270,42558,123100,0,0,0,1,0
141.43,550,131.38,17330,42558,123200,0,0,0,1,0
141.4,26280,131.31,96350,42558,123300,0,0,0,1,0
141.44,17240,131.37,50690,42558,123400,0,0,0,1,0
141.42,23350,131.36,40830,42558,123500,0,0,0,1,0
141.45,15730,131.33,34610,42558,123600,0,0,0,1,0
141.47,8710,131.32,52600,42558,123700,0,0,0,1,0
141.41,29010,131.35,60430,42558,123800,0,0,0,1,0
141.42,25290,131.38,22530,42558,123900,0,0,0,1,0
141.48,8680,131.38,24610,42558,124000,0,0,0,1,0
141.47,53840,131.33,65110,42558,124100,0,0,0,1,0
141.41,29140,131.37,57010,42558,124200,0,0,0,1,0
141.5,14370,131.4,37150,42558,124300,0,0,0,1,0
141.44,21990,131.4,54500,42558,124400,0,0,0,1,0
141.42,30100,131.44,919830,42558,124500,0,0,0,1,0
141.39,20590,131.76,218970,42558,124600,0,0,0,1,0
141.45,21820,131.79,96810,42558,124700,0,0,0,1,0
141.42,14200,131.8,61360,42558,124800,0,0,0,1,0
141.49,90070,131.77,204430,42558,124900,0,0,0,1,0
141.43,3920,131.82,67980,42558,125000,0,0,0,1,0
141.45,450,131.75,43290,42558,125100,0,0,0,1,0
141.45,17160,131.76,71770,42558,125200,0,0,0,1,0
141.46,15560,131.74,25430,42558,125300,0,0,0,1,0
141.45,8140,131.79,55410,42558,125400,0,0,0,1,0
141.45,4640,131.75,10550,42558,125500,0,0,0,1,0
141.44,7010,131.77,32450,42558,125600,0,0,0,1,0
141.45,2000,131.78,37430,42558,125700,0,0,0,1,0
141.43,44340,131.8,99780,42558,125800,0,0,0,1,0
141.5,50780,131.81,87240,42558,125900,0,0,0,1,0
141.59,8220,131.83,39990,42558,130000,0,0,0,1,0
141.58,35170,131.82,89560,42558,130100,0,0,0,1,0
141.58,20400,131.81,86170,42558,130200,0,0,0,1,0
141.6,26770,131.8,52110,42558,130300,0,0,0,1,0
141.58,7730,131.82,103550,42558,130400,0,0,0,1,0
141.54,61920,131.67,189940,42558,130500,0,0,0,1,0
141.5,9230,131.69,82360,42558,130600,0,0,0,1,0
141.48,20500,131.63,50810,42558,130700,0,0,0,1,0
141.51,73280,131.65,49770,42558,130800,0,0,0,1,0
141.31,74820,131.62,91000,42558,130900,0,0,0,1,0
141.33,16720,131.69,22830,42558,131000,0,0,0,1,0
141.43,13340,131.69,29330,42558,131100,0,0,0,1,0
141.5,16840,131.73,26830,42558,131200,0,0,0,1,0
141.55,21000,131.71,14530,42558,131300,0,0,0,1,0
141.57,55350,131.74,33130,42558,131400,0,0,0,1,0
141.64,13460,131.76,45610,42558,131500,0,0,0,1,0
141.64,2060,131.73,34310,42558,131600,0,0,0,1,0
141.65,2100,131.75,5360,42558,131700,0,0,0,1,0
141.56,8620,131.76,31910,42558,131800,0,0,0,1,0
141.48,70,131.72,10930,42558,131900,0,0,0,1,0
141.56,80,131.71,22550,42558,132000,0,0,0,1,0
141.55,4040,131.68,15960,42558,132100,0,0,0,1,0
141.58,9250,131.68,18220,42558,132200,0,0,0,1,0
141.6,1600,131.7,30320,42558,132300,0,0,0,1,0
141.5,31250,131.68,39070,42558,132400,0,0,0,1,0
141.57,22250,131.71,14870,42558,132500,0,0,0,1,0
141.54,32720,131.71,57720,42558,132600,0,0,0,1,0
141.49,13600,131.73,20500,42558,132700,0,0,0,1,0
141.41,18030,131.71,336690,42558,132800,0,0,0,1,0
141.38,16760,131.59,174300,42558,132900,0,0,0,1,0
141.42,9230,131.56,53100,42558,133000,0,0,0,1,0
141.47,28250,131.58,106370,42558,133100,0,0,0,1,0
141.49,28930,131.52,152930,42558,133200,0,0,0,1,0
141.54,35320,131.6,201890,42558,133300,0,0,0,1,0
141.54,10660,131.66,12570,42558,133400,0,0,0,1,0
141.56,2580,131.62,41810,42558,133500,0,0,0,1,0
141.57,4790,131.62,47670,42558,133600,0,0,0,1,0
141.55,2100,131.62,34420,42558,133700,0,0,0,1,0
141.51,16910,131.59,63220,42558,133800,0,0,0,1,0
141.44,1710,131.54,29070,42558,133900,0,0,0,1,0
141.4,2590,131.55,35030,42558,134000,0,0,0,1,0
141.39,6740,131.52,36500,42558,134100,0,0,0,1,0
141.32,5640,131.49,284190,42558,134200,0,0,0,1,0
141.36,13230,131.49,71360,42558,134300,0,0,0,1,0
141.3,22970,131.45,39810,42558,134400,0,0,0,1,0
141.36,11130,131.5,20340,42558,134500,0,0,0,1,0
141.31,700,131.46,175200,42558,134600,0,0,0,1,0
141.31,211760,131.4,103840,42558,134700,0,0,0,1,0
141.05,66410,131.39,179000,42558,134800,0,0,0,1,0
140.96,2680,131.36,243510,42558,134900,0,0,0,1,0
140.99,19240,131.41,74830,42558,135000,0,0,0,1,0
141.02,47550,131.23,264350,42558,135100,0,0,0,1,0
141.04,11040,131.3,277180,42558,135200,0,0,0,1,0
141.08,7130,131.28,102830,42558,135300,0,0,0,1,0
141.08,10180,131.33,47840,42558,135400,0,0,0,1,0
141.08,1370,131.32,57470,42558,135500,0,0,0,1,0
141.07,440,131.29,16220,42558,135600,0,0,0,1,0
141.06,8580,131.24,22390,42558,135700,0,0,0,1,0
141.05,10380,131.23,80680,42558,135800,0,0,0,1,0
141.05,18670,131.19,310990,42558,135900,0,0,0,1,0
141.06,60440,131.21,130030,42558,140000,0,0,0,1,0
141.05,5530,131.25,176250,42558,140100,0,0,0,1,0
141.07,35960,131.21,46580,42558,140200,0,0,0,1,0
141.09,6890,131.25,3220,42558,140300,0,0,0,1,0
141.1,16510,131.26,25280,42558,140400,0,0,0,1,0
141.15,40,131.27,1900,42558,140500,0,0,0,1,0
141.11,56130,131.27,122790,42558,140600,0,0,0,1,0
141.16,80,131.44,146420,42558,140700,0,0,0,1,0
141.15,11150,131.57,34530,42558,140800,0,0,0,1,0
141.1,29300,131.59,76790,42558,140900,0,0,0,1,0
141.17,2120,131.56,12710,42558,141000,0,0,0,1,0
141.16,3600,131.56,167750,42558,141100,0,0,0,1,0
141.16,7890,131.62,23040,42558,141200,0,0,0,1,0
141.13,110840,131.56,12890,42558,141300,0,0,0,1,0
141.23,78350,131.63,229550,42558,141400,0,0,0,1,0
141.28,10580,131.65,73420,42558,141500,0,0,0,1,0
141.29,17670,131.67,38570,42558,141600,0,0,0,1,0
141.21,31080,131.65,65170,42558,141700,0,0,0,1,0
141.22,40,131.64,13250,42558,141800,0,0,0,1,0
141.21,5300,131.61,26120,42558,141900,0,0,0,1,0
141.22,21940,131.54,65180,42558,142000,0,0,0,1,0
141.34,3890,131.52,40160,42558,142100,0,0,0,1,0
141.31,17640,131.57,143120,42558,142200,0,0,0,1,0
141.31,580,131.65,8300,42558,142300,0,0,0,1,0
141.3,5790,131.67,154910,42558,142400,0,0,0,1,0
141.23,111450,131.7,44210,42558,142500,0,0,0,1,0
141.22,36760,131.63,22890,42558,142600,0,0,0,1,0
141.25,7340,131.68,27220,42558,142700,0,0,0,1,0
141.25,9840,131.65,7600,42558,142800,0,0,0,1,0
141.21,2660,131.59,10200,42558,142900,0,0,0,1,0
141.25,37820,131.62,18370,42558,143000,0,0,0,1,0
141.21,61480,131.62,183040,42558,143100,0,0,0,1,0
141.21,28310,131.57,48910,42558,143200,0,0,0,1,0
141.15,104500,131.59,66680,42558,143300,0,0,0,1,0
141.19,70860,131.63,127240,42558,143400,0,0,0,1,0
140.96,6510,131.55,189160,42558,143500,0,0,0,1,0
141.02,3540,131.59,95730,42558,143600,0,0,0,1,0
141.09,38270,131.63,45880,42558,143700,0,0,0,1,0
141.13,170,131.68,34100,42558,143800,0,0,0,1,0
141.13,2560,131.66,21940,42558,143900,0,0,0,1,0
141.08,6340,131.67,62490,42558,144000,0,0,0,1,0
141.13,1970,131.67,50660,42558,144100,0,0,0,1,0
141.1,4940,131.69,13060,42558,144200,0,0,0,1,0
141.14,6270,131.7,281180,42558,144300,0,0,0,1,0
141.2,30710,131.7,154660,42558,144400,0,0,0,1,0
141.28,200,131.7,43770,42558,144500,0,0,0,1,0
141.28,26080,131.67,184180,42558,144600,0,0,0,1,0
141.31,6940,131.7,58060,42558,144700,0,0,0,1,0
141.25,16760,131.69,366670,42558,144800,0,0,0,1,0
141.37,12270,131.7,91740,42558,144900,0,0,0,1,0
141.34,3030,131.67,69370,42558,145000,0,0,0,1,0
141.3,11140,131.64,92210,42558,145100,0,0,0,1,0
141.22,2060,131.66,13700,42558,145200,0,0,0,1,0
141.21,16930,131.6,65070,42558,145300,0,0,0,1,0
141.13,19040,131.53,107580,42558,145400,0,0,0,1,0
141.09,4230,131.58,47520,42558,145500,0,0,0,1,0
141.13,620,131.6,15140,42558,145600,0,0,0,1,0
141.11,4890,131.6,11910,42558,145700,0,0,0,1,0
141.1,6990,131.6,2820,42558,145800,0,0,0,1,0
141.11,5820,131.59,6980,42558,145900,0,0,0,1,0
141.18,5080,131.61,49350,42558,150000,0,0,0,1,0
141.18,5700,131.66,245960,42558,150100,0,0,0,1,0
141.19,9510,131.65,132190,42558,150200,0,0,0,1,0
141.28,9040,131.7,583380,42558,150300,0,0,0,1,0
141.29,12070,131.82,368890,42558,150400,0,0,0,1,0
141.34,8360,131.9,197620,42558,150500,0,0,0,1,0
141.34,2240,131.88,37200,42558,150600,0,0,0,1,0
141.32,11610,131.85,247500,42558,150700,0,0,0,1,0
141.27,1110,131.95,26030,42558,150800,0,0,0,1,0
141.26,70,131.91,14490,42558,150900,0,0,0,1,0
141.26,90,131.9,8700,42558,151000,0,0,0,1,0
141.26,40320,131.87,315910,42558,151100,0,0,0,1,0
141.39,290,131.99,765980,42558,151200,0,0,0,1,0
141.38,24840,132.12,34990,42558,151300,0,0,0,1,0
141.24,9060,132.1,293260,42558,151400,0,0,0,1,0
141.22,3650,132.13,27470,42558,151500,0,0,0,1,0
141.22,386780,132.13,186130,42558,151600,0,0,0,1,0
140.95,95880,132.14,66240,42558,151700,0,0,0,1,0
140.85,75100,132.07,18980,42558,151800,0,0,0,1,0
140.93,3390,132.07,26040,42558,151900,0,0,0,1,0
140.92,76250,132.07,100070,42558,152000,0,0,0,1,0
140.93,19480,132.14,390830,42558,152100,0,0,0,1,0
140.97,44410,132.3,489870,42558,152200,0,0,0,1,0
141.04,68140,132.44,804280,42558,152300,0,0,0,1,0
141.14,80,132.54,240390,42558,152400,0,0,0,1,0
141.12,2570,132.57,83320,42558,152500,0,0,0,1,0
141.12,15310,132.59,231410,42558,152600,0,0,0,1,0
141.05,18370,132.55,349370,42558,152700,0,0,0,1,0
140.95,10850,132.5,583810,42558,152800,0,0,0,1,0
141,6480,132.67,221440,42558,152900,0,0,0,1,0
141.01,26510,132.64,95430,42558,153000,0,0,0,1,0
141.03,22280,132.58,116190,42558,153100,0,0,0,1,0
141.07,7660,132.64,55650,42558,153200,0,0,0,1,0
141.01,74650,132.6,204090,42558,153300,0,0,0,1,0
140.85,1790,132.57,222120,42558,153400,0,0,0,1,0
140.85,394440,132.58,61020,42558,153500,0,0,0,1,0
140.85,73490,132.62,178470,42558,153600,0,0,0,1,0
140.86,23450,132.65,330390,42558,153700,0,0,0,1,0
140.89,179120,132.7,95440,42558,153800,0,0,0,1,0
140.79,6960,132.63,55800,42558,153900,0,0,0,1,0
140.85,7300,132.67,60000,42558,154000,0,0,0,1,0
140.83,6690,132.65,125500,42558,154100,0,0,0,1,0
140.81,41630,132.72,567800,42558,154200,0,0,0,1,0
140.8,15770,132.85,288250,42558,154300,0,0,0,1,0
140.81,35980,132.84,363810,42558,154400,0,0,0,1,0
140.83,23700,132.94,254460,42558,154500,0,0,0,1,0
140.83,42940,132.93,639050,42558,154600,0,0,0,1,0
140.8,12470,132.82,68190,42558,154700,0,0,0,1,0
140.81,2950,132.85,31420,42558,154800,0,0,0,1,0
140.8,95520,132.78,26770,42558,154900,0,0,0,1,0
140.73,340,132.77,113910,42558,155000,0,0,0,1,0
140.78,15900,132.82,41770,42558,155100,0,0,0,1,0
140.75,13600,132.82,59040,42558,155200,0,0,0,1,0
140.79,30660,132.74,70550,42558,155300,0,0,0,1,0
140.84,5850,132.86,246850,42558,155400,0,0,0,1,0
140.82,32220,132.91,506300,42558,155500,0,0,0,1,0
140.88,3340,133.07,79040,42558,155600,0,0,0,1,0
140.79,2330,133,124130,42558,155700,0,0,0,1,0
140.83,4840,132.98,137150,42558,155800,0,0,0,1,0
140.85,13950,133.07,101940,42558,155900,0,0,0,1,0
140.83,54140,133.02,136930,42558,160000,0,0,0,1,0
140.8,73230,133.04,272750,42558,160100,0,0,0,1,0
140.7,104660,133.12,120110,42558,160200,0,0,0,1,0
140.62,41250,133.01,262820,42558,160300,0,0,0,1,0
140.64,13960,132.94,69540,42558,160400,0,0,0,1,0
140.71,2220,133,37180,42558,160500,0,0,0,1,0
140.68,9350,132.96,62540,42558,160600,0,0,0,1,0
140.65,540,133,77180,42558,160700,0,0,0,1,0
140.7,3100,133.1,277890,42558,160800,0,0,0,1,0
140.66,21050,133.19,61570,42558,160900,0,0,0,1,0
140.61,13500,133.24,61020,42558,161000,0,0,0,1,0
140.64,2930,133.13,97840,42558,161100,0,0,0,1,0
140.65,810,133.25,14220,42558,161200,0,0,0,1,0
140.61,21060,133.27,142760,42558,161300,0,0,0,1,0
140.63,8770,133.34,130500,42558,161400,0,0,0,1,0
140.62,65350,133.3,33370,42558,161500,0,0,0,1,0
140.6,63810,133.3,126290,42558,161600,0,0,0,1,0
140.6,3180,133.4,86350,42558,161700,0,0,0,1,0
140.6,8110,133.35,58740,42558,161800,0,0,0,1,0
140.62,3190,133.36,73550,42558,161900,0,0,0,1,0
140.63,2990,133.36,185830,42558,162000,0,0,0,1,0
140.61,50990,133.26,200830,42558,162100,0,0,0,1,0
140.58,266830,133.17,199040,42558,162200,0,0,0,1,0
140.4,39770,133.14,90020,42558,162300,0,0,0,1,0
140.43,33600,133.22,25250,42558,162400,0,0,0,1,0
140.4,1950,133.18,154880,42558,162500,0,0,0,1,0
140.44,14450,133.2,259610,42558,162600,0,0,0,1,0
140.47,24850,133.35,53050,42558,162700,0,0,0,1,0
140.58,15890,133.31,16620,42558,162800,0,0,0,1,0
140.57,2330,133.33,47520,42558,162900,0,0,0,1,0
140.57,26840,133.29,31330,42558,163000,0,0,0,1,0
140.54,6330,133.27,66800,42558,163100,0,0,0,1,0
140.58,18740,133.28,123140,42558,163200,0,0,0,1,0
140.59,6760,133.28,240270,42558,163300,0,0,0,1,0
140.6,13750,133.25,42600,42558,163400,0,0,0,1,0
140.59,106350,133.24,75640,42558,163500,0,0,0,1,0
140.39,287850,133.12,206110,42558,163600,0,0,0,1,0
140.3,41060,133.13,171040,42558,163700,0,0,0,1,0
140.3,79750,133.22,41820,42558,163800,0,0,0,1,0
140.27,126950,133.18,290820,42558,163900,0,0,0,1,0
140.25,259620,133.32,321990,42558,164000,0,0,0,1,0
140.18,98150,133.25,255780,42558,164100,0,0,0,1,0
140.21,10650,133.33,163820,42558,164200,0,0,0,1,0
140.23,83600,133.3,57860,42558,164300,0,0,0,1,0
140.31,20670,133.31,141450,42558,164400,0,0,0,1,0
140.35,17560,133.29,267880,42558,164500,0,0,0,1,0
140.4,7740,133.36,50000,42558,164600,0,0,0,1,0
140.4,16790,133.39,35930,42558,164700,0,0,0,1,0
140.37,30200,133.36,153200,42558,164800,0,0,0,1,0
140.34,3460,133.3,264220,42558,164900,0,0,0,1,0
140.31,49650,133.27,150280,42558,165000,0,0,0,1,0
140.32,8280,133.29,194680,42558,165100,0,0,0,1,0
140.32,244290,133.3,105320,42558,165200,0,0,0,1,0
140.22,12430,133.29,233530,42558,165300,0,0,0,1,0
140.26,12550,133.38,368080,42558,165400,0,0,0,1,0
140.31,68450,133.46,310510,42558,165500,0,0,0,1,0
140.25,28820,133.46,290380,42558,165600,0,0,0,1,0
140.24,68310,133.46,60450,42558,165700,0,0,0,1,0
140.17,85750,133.37,126890,42558,165800,0,0,0,1,0
140.16,9330,133.15,127980,42558,165900,0,0,0,1,0
140.2,24390,133.2,23400,42558,170000,0,0,0,1,0
140.12,527440,133.21,442840,42558,170100,0,0,0,1,0
140,183250,132.89,175900,42558,170200,0,0,0,1,0
140.08,48250,133.05,221670,42558,170300,0,0,0,1,0
140.01,31520,133.04,211990,42558,170400,0,0,0,1,0
140.07,14190,133.04,168270,42558,170500,0,0,0,1,0
140.02,19840,133.03,37680,42558,170600,0,0,0,1,0
140.05,124550,133.05,268790,42558,170700,0,0,0,1,0
140,15790,133.06,22340,42558,170800,0,0,0,1,0
140.06,35320,133.1,38400,42558,170900,0,0,0,1,0
140.02,40490,133.06,166090,42558,171000,0,0,0,1,0
140.04,19290,133.07,177750,42558,171100,0,0,0,1,0
140.06,29260,132.94,71220,42558,171200,0,0,0,1,0
140.12,73120,132.92,34520,42558,171300,0,0,0,1,0
140.31,69240,132.99,96100,42558,171400,0,0,0,1,0
140.3,83440,133.02,24170,42558,171500,0,0,0,1,0
140.45,52650,133.05,35540,42558,171600,0,0,0,1,0
140.37,1370,133.03,13300,42558,171700,0,0,0,1,0
140.35,42960,133.03,42070,42558,171800,0,0,0,1,0
140.39,26500,133.04,23610,42558,171900,0,0,0,1,0
140.55,42510,133.12,19590,42558,172000,0,0,0,1,0
140.49,8770,133.15,50320,42558,172100,0,0,0,1,0
140.4,18680,133.03,97000,42558,172200,0,0,0,1,0
140.35,132920,132.93,246180,42558,172300,0,0,0,1,0
140.3,8630,132.99,97180,42558,172400,0,0,0,1,0
140.31,5740,132.97,56070,42558,172500,0,0,0,1,0
140.31,8740,132.96,14080,42558,172600,0,0,0,1,0
140.29,2470,132.94,9480,42558,172700,0,0,0,1,0
140.37,9250,132.99,473640,42558,172800,0,0,0,1,0
140.32,9330,132.96,5800,42558,172900,0,0,0,1,0
140.3,67580,132.97,171640,42558,173000,0,0,0,1,0
140.27,330,132.88,14970,42558,173100,0,0,0,1,0
140.22,1430,132.92,37070,42558,173200,0,0,0,1,0
140.21,147290,132.93,30320,42558,173300,0,0,0,1,0
140,256360,132.96,325160,42558,173400,0,0,0,1,0
140,11380,132.97,16890,42558,173500,0,0,0,1,0
140.04,9370,132.95,68220,42558,173600,0,0,0,1,0
140.05,5620,132.93,5680,42558,173700,0,0,0,1,0
140.13,123630,132.93,67720,42558,173800,0,0,0,1,0
140.1,1510,132.93,25680,42558,173900,0,0,0,1,0
140.12,19070,132.96,103540,42558,174000,0,0,0,1,0
140.23,14310,132.96,579620,42558,174100,0,0,0,1,0
140.23,14430,133.04,70850,42558,174200,0,0,0,1,0
140.18,7520,133,28860,42558,174300,0,0,0,1,0
140.22,14560,133.05,69210,42558,174400,0,0,0,1,0
140.18,7420,133.16,25880,42558,174500,0,0,0,1,0
140.19,6230,133.11,41970,42558,174600,0,0,0,1,0
140.13,10390,133.07,30130,42558,174700,0,0,0,1,0
140.21,20,133,136080,42558,174800,0,0,0,1,0
140.18,2760,133.07,15900,42558,174900,0,0,0,1,0
140.15,6930,133.04,4160,42558,175000,0,0,0,1,0
140.21,14880,133.08,25760,42558,175100,0,0,0,1,0
140.18,4120,133.06,24320,42558,175200,0,0,0,1,0
140.2,1450,133.06,115090,42558,175300,0,0,0,1,0
140.16,9330,133.05,78580,42558,175400,0,0,0,1,0
140.14,1890,133.04,167360,42558,175500,0,0,0,1,0
140.14,2900,133.05,169330,42558,175600,0,0,0,1,0
140.15,52470,133.1,34740,42558,175700,0,0,0,1,0
140.09,60490,133.07,23250,42558,175800,0,0,0,1,0
140.09,4250,133.1,37680,42558,175900,0,0,0,1,0
140.13,9040,133.16,32130,42558,180000,0,0,0,1,0
140.11,247400,133.11,547280,42558,180100,0,0,0,1,0
139.94,22630,132.8,146480,42558,180200,0,0,0,1,0
139.95,32740,132.83,787840,42558,180300,0,0,0,1,0
139.92,156830,132.61,544290,42558,180400,0,0,0,1,0
139.88,143370,132.55,915070,42558,180500,0,0,0,1,0
139.78,25370,132.33,494680,42558,180600,0,0,0,1,0
139.97,26150,132.59,279760,42558,180700,0,0,0,1,0
139.99,26240,132.59,401370,42558,180800,0,0,0,1,0
139.98,66750,132.64,192420,42558,180900,0,0,0,1,0
139.9,68590,132.53,172420,42558,181000,0,0,0,1,0
139.95,51840,132.47,120270,42558,181100,0,0,0,1,0
139.98,118230,132.42,218610,42558,181200,0,0,0,1,0
139.9,100380,132.43,114930,42558,181300,0,0,0,1,0
140,115320,132.47,161110,42558,181400,0,0,0,1,0
140.06,144280,132.43,230550,42558,181500,0,0,0,1,0
140.19,159000,132.38,63440,42558,181600,0,0,0,1,0
140.37,108100,132.4,238440,42558,181700,0,0,0,1,0
140.32,14900,132.36,72890,42558,181800,0,0,0,1,0
140.26,28940,132.35,249280,42558,181900,0,0,0,1,0
140.17,35490,132.3,614050,42558,182000,0,0,0,1,0
140.12,1090,132.22,367340,42558,182100,0,0,0,1,0
140.13,7380,132.09,107890,42558,182200,0,0,0,1,0
140.13,74980,132.1,250780,42558,182300,0,0,0,1,0
140.04,1900,132.15,151790,42558,182400,0,0,0,1,0
140.06,30620,132.11,318020,42558,182500,0,0,0,1,0
140.01,31930,132.05,593080,42558,182600,0,0,0,1,0
140,62870,131.92,515810,42558,182700,0,0,0,1,0
139.97,14690,131.79,220980,42558,182800,0,0,0,1,0
140.06,73490,131.94,223110,42558,182900,0,0,0,1,0
139.93,50080,131.79,216040,42558,183000,0,0,0,1,0
139.91,136350,131.81,414410,42558,183100,0,0,0,1,0
139.89,206410,131.74,179630,42558,183200,0,0,0,1,0
139.85,53230,131.79,207610,42558,183300,0,0,0,1,0
139.85,29730,131.83,186970,42558,183400,0,0,0,1,0
139.94,32670,131.85,133020,42558,183500,0,0,0,1,0
139.99,40470,131.95,41750,42558,183600,0,0,0,1,0
140.01,28640,131.83,93090,42558,183700,0,0,0,1,0
140.04,38750,131.82,36030,42558,183800,0,0,0,1,0
140,130110,131.84,260430,42558,183900,0,0,0,1,0
139.9,132720,131.71,482850,42558,184000,0,0,0,1,0
140.37,384970,131.8,415210,42558,184600,0,0,0,1,0
140.37,50,131.8,57470,42558,184700,0,0,0,1,0
140.37,2810,131.8,61510,42558,184800,0,0,0,1,0
140.37,10,131.8,52220,42558,185000,0,0,0,1,0
139.6,306320,130.63,1237600,42559,100100,0,0,0,0,1
139.52,92480,130.77,472210,42559,100200,0,0,0,0,1
139.6,327600,130.74,945430,42559,100300,0,0,0,0,1
139.74,69820,130.73,569370,42559,100400,0,0,0,0,1
139.73,191370,130.93,305910,42559,100500,0,0,0,0,1
139.89,161460,130.95,581730,42559,100600,0,0,0,0,1
139.94,52510,130.95,313080,42559,100700,0,0,0,0,1
139.82,61880,130.86,158330,42559,100800,0,0,0,0,1
139.73,83180,130.79,166170,42559,100900,0,0,0,0,1
139.72,103500,130.81,239640,42559,101000,0,0,0,0,1
139.67,85910,130.8,258800,42559,101100,0,0,0,0,1
139.59,86640,130.87,360400,42559,101200,0,0,0,0,1
139.63,49420,130.94,838990,42559,101300,0,0,0,0,1
139.6,48690,131.33,344640,42559,101400,0,0,0,0,1
139.64,9900,131.38,118960,42559,101500,0,0,0,0,1
139.67,6390,131.4,541280,42559,101600,0,0,0,0,1
139.71,45500,131.52,302220,42559,101700,0,0,0,0,1
139.83,100530,131.85,568770,42559,101800,0,0,0,0,1
139.83,35060,131.94,329820,42559,101900,0,0,0,0,1
139.84,38800,131.8,151870,42559,102000,0,0,0,0,1
139.86,63100,131.9,286690,42559,102100,0,0,0,0,1
139.93,59640,132.03,65440,42559,102200,0,0,0,0,1
139.84,23210,131.97,256800,42559,102300,0,0,0,0,1
139.88,102640,132.33,245200,42559,102400,0,0,0,0,1
139.82,63390,132.1,111900,42559,102500,0,0,0,0,1
139.78,57660,132.15,116550,42559,102600,0,0,0,0,1
139.63,33110,132.11,115320,42559,102700,0,0,0,0,1
139.65,284360,132.05,194430,42559,102800,0,0,0,0,1
139.55,95330,131.97,401580,42559,102900,0,0,0,0,1
139.5,42910,131.57,265680,42559,103000,0,0,0,0,1
139.6,19450,131.62,165950,42559,103100,0,0,0,0,1
139.61,21630,131.69,99710,42559,103200,0,0,0,0,1
139.65,63430,131.7,263400,42559,103300,0,0,0,0,1
139.65,45100,131.71,220970,42559,103400,0,0,0,0,1
